ValidityDate/Time,Downward short-wave radiation flux,High cloud cover,Low cloud cover,Medium cloud cover,Pressure,Pressure reduced to MSL,Relative humidity,Temperature,Total cloud cover,Total precipitation,u-component of wind,v-component of wind
20170102060000,,0.0,13.96484375,12.5,102027.3193359375,102050.40893554688,55.23820114135742,296.0586853027344,14.111328125,0.0,0.053131103515625,2.514934539794922
20170102070000,,0.0,21.875,21.484375,102013.25073242188,102039.26391601562,54.62464714050293,296.07391357421875,22.998046875,0.0,0.3920249938964844,1.7290573120117188
20170102080000,,0.0,21.240234375,22.75390625,102021.49658203124,102049.11499023438,54.40241050720215,296.0546417236328,23.73046875,0.0,-0.015085220336914062,1.256582260131836
20170102090000,,0.0,9.326171875,36.1328125,102066.12548828124,102085.69946289062,54.46403503417969,296.04393005371094,36.1328125,0.0,-0.6176548004150391,0.6059169769287109
20170102100000,,0.0,5.126953125,61.279296875,102113.80615234376,102130.6640625,55.90638160705566,296.0178527832031,61.279296875,0.0,-1.310450553894043,-0.2088623046875
20170102110000,,0.0,4.6875,30.46875,102125.01831054688,102150.634765625,57.71384811401367,295.957275390625,30.46875,0.0,-2.0244798660278316,-0.14200973510742188
20170102120000,,0.0,4.98046875,28.6376953125,102159.63745117188,102177.42919921876,58.424537658691406,295.88946533203125,28.61328125,0.0,-2.0024375915527344,-0.14893245697021484
20170102130000,,0.0,0.244140625,49.5361328125,102145.5078125,102170.40405273438,59.15607452392578,295.8421173095703,49.560546875,0.0,-2.290538787841797,-0.18126583099365234
20170102140000,,0.0,2.880859375,32.0068359375,102129.9072265625,102152.34985351562,60.01444435119629,295.7881622314453,32.03125,0.0,-2.30300235748291,-0.7795524597167969
20170102150000,,0.0,8.154296875,19.53125,102101.611328125,102125.17700195312,61.68927764892578,295.6868133544922,19.53125,0.0,-2.4334449768066406,-1.336181640625
20170102160000,,0.0,4.736328125,24.169921875,102071.14868164062,102096.00830078124,63.68769073486328,295.5542449951172,24.169921875,0.0,-2.692343711853028,-1.1354084014892578
20170102170000,,0.0,4.8828125,30.95703125,102068.37158203124,102084.11254882812,63.51512145996094,295.50872802734375,30.95703125,0.0,-2.2376718521118164,-0.9648609161376952
20170102180000,,0.0,6.8359375,29.150390625,102041.63818359376,102064.69116210938,62.57909393310547,295.5090789794922,29.150390625,,-1.6888446807861328,-0.7944250106811523
20170102190000,,0.0,8.49609375,30.126953125,102027.81372070312,102052.32543945312,62.03380012512207,295.53424072265625,30.126953125,0.0,-1.490386962890625,-0.9827070236206056
20170102200000,,0.0,10.205078125,31.9091796875,102030.58471679688,102048.79150390624,61.503868103027344,295.5486145019531,31.93359375,0.0,-1.4378585815429688,-1.036407470703125
20170102210000,,0.0,12.79296875,34.08203125,102056.005859375,102078.77807617188,61.12051200866699,295.5714111328125,34.08203125,0.0,-1.4772491455078125,-0.8197307586669922
20170102220000,,0.0,18.701171875,34.423828125,102110.90087890624,102127.63671875,61.14165687561035,295.5891571044922,34.423828125,0.0,-1.685077667236328,-0.468109130859375
20170102230000,,0.0,24.90234375,35.302734375,102147.76000976562,102170.24536132812,61.09338188171387,295.6026763916016,35.302734375,0.0,-1.7694320678710938,-0.12519264221191406
20170103000000,,0.0,33.49609375,41.064453125,102180.65795898438,102204.11376953124,60.44061279296875,295.66534423828125,41.064453125,0.0,-1.6577262878417969,0.05241966247558594
20170103010000,,0.0,39.453125,54.1015625,102206.93359375,102226.611328125,59.83892440795898,295.76800537109375,54.1015625,0.0,-1.6279945373535156,-0.3061103820800781
20170103020000,,0.0,42.626953125,61.865234375,102182.4951171875,102202.01416015624,59.34386444091797,295.8842315673828,61.865234375,0.0,-1.4368371963500977,-1.484052658081055
20170103030000,,0.0,2.1484375,83.349609375,102085.15014648438,102103.45458984376,65.4818229675293,295.9015350341797,83.349609375,0.0,-3.582810401916504,-3.4367237091064453
20170103040000,,0.0,2.83203125,47.16796875,102054.33349609376,102078.69873046876,62.6225004196167,296.0890655517578,47.16796875,0.0,-2.9868259429931636,-2.763589859008789
20170103050000,,0.0,14.0625,46.2890625,101975.23803710938,101997.20458984376,59.60248947143555,296.2815856933594,46.2890625,0.0,-2.6352596282958984,-1.7579212188720703
20170103060000,,0.0,35.009765625,43.115234375,101953.7841796875,101973.21166992188,58.2077693939209,296.45823669433594,43.115234375,0.0,-3.0369577407836914,-1.2538776397705078
20170103070000,,0.0,30.615234375,42.3828125,101952.2705078125,101971.97875976562,58.80193328857422,296.40753173828125,42.3828125,0.0,-3.9314365386962886,-1.1439437866210938
20170103080000,,0.0,23.388671875,39.306640625,101956.4697265625,101983.45947265624,60.92926406860352,296.1409454345703,39.306640625,0.0,-4.444982528686523,-1.0168075561523438
20170103090000,,0.0,23.046875,37.79296875,101996.044921875,102019.1162109375,64.88355159759521,295.8794403076172,37.79296875,0.0,-4.3778772354125985,-1.6580486297607422
20170103100000,,0.0,34.716796875,43.75,102074.01733398438,102096.89331054688,65.44418621063232,295.7577819824219,43.75,0.0,-4.326890945434569,-2.5897846221923833
20170103110000,,0.0,34.1796875,41.9921875,102107.53784179688,102133.30078125,65.61155223846436,295.58970642089844,41.9921875,0.0,-4.3712682723999015,-3.4505710601806636
20170103120000,,0.0,31.93359375,37.548828125,102138.916015625,102156.396484375,63.81201362609863,295.33245849609375,37.548828125,0.0,-4.2710018157958975,-3.914249420166016
20170103130000,,0.0,28.61328125,39.84375,102139.53857421876,102162.37182617188,64.38182830810547,295.13255310058594,39.84375,0.0,-4.131823539733887,-3.603715896606445
20170103140000,,0.0,30.2734375,35.986328125,102126.025390625,102152.96630859376,66.21919059753418,294.979248046875,35.986328125,0.0,-4.004916191101073,-3.661094665527344
20170103150000,,0.0,28.3203125,32.6171875,102103.2958984375,102128.1005859375,67.12002849578857,294.8692169189453,32.6171875,0.0,-3.9498291015625,-3.6603870391845694
20170103160000,,0.0,26.07421875,32.51953125,102075.71411132812,102094.62890625,67.24703216552734,294.809326171875,32.51953125,0.0,-3.7443513870239262,-3.5875186920166016
20170103170000,,0.0,24.70703125,32.51953125,102044.87915039062,102071.50268554688,67.96397018432617,294.77955627441406,32.51953125,0.0,-3.5684795379638667,-3.3393030166625977
20170103180000,,0.0,24.51171875,32.9833984375,102024.20043945312,102050.92163085938,70.37677478790283,294.69361877441406,33.0078125,,-3.5513267517089844,-3.3160181045532227
20170103190000,,0.0,23.92578125,32.958984375,102014.05029296876,102033.17260742188,72.47963142395021,294.6239776611328,32.958984375,0.0,-3.6125898361206055,-3.42745304107666
20170103200000,,0.0,21.533203125,32.080078125,101995.068359375,102022.69287109376,71.8350896835327,294.6552734375,32.080078125,0.0,-3.7422208786010738,-3.402543067932129
20170103210000,,0.0,21.630859375,31.34765625,102034.9609375,102054.16259765624,71.31383514404297,294.7143096923828,31.34765625,0.0,-3.8476152420043945,-3.488628387451172
20170103220000,,0.0,19.43359375,27.197265625,102081.90307617188,102102.80151367188,71.75467491149901,294.7391815185547,27.197265625,0.0,-3.9064350128173833,-3.216233253479004
20170103230000,,0.0,16.943359375,25.9033203125,102115.7958984375,102140.61889648438,73.09980010986328,294.7225036621094,25.87890625,0.0,-3.6724519729614262,-2.822132110595703
20170104000000,,0.0,13.96484375,25.537109375,102147.607421875,102168.78662109376,72.69079113006592,294.9337158203125,25.537109375,0.0,-3.2789096832275386,-2.447452545166016
20170104010000,,0.0,16.69921875,27.24609375,102157.51342773438,102180.859375,69.3933243751526,295.4852600097656,27.24609375,0.0,-3.0619382858276367,-1.6253614425659182
20170104020000,,0.0,31.787109375,28.3203125,102110.39428710938,102138.0859375,62.297688484191895,296.14344787597656,32.32421875,0.0,-3.1844263076782227,-0.22739505767822266
20170104030000,,0.0,28.369140625,82.080078125,101969.57397460938,101986.865234375,61.3455867767334,296.285400390625,82.080078125,0.0,-3.741867065429688,0.492823600769043
20170104040000,,0.0,31.689453125,93.603515625,101914.306640625,101934.66796875,61.1083402633667,296.1937713623047,93.603515625,0.0,-3.2712125778198238,0.7178573608398438
20170104050000,,0.0,33.935546875,80.3466796875,101805.15747070312,101828.57666015624,62.21817684173584,296.0146789550781,80.322265625,0.0,-3.4458913803100586,0.9857177734375
20170104060000,,0.0,29.150390625,52.9296875,101816.91284179688,101832.80639648438,61.77657604217529,296.0545196533203,52.9296875,0.0,-3.0255146026611333,0.6953163146972656
20170104070000,,0.0,30.6640625,64.013671875,101813.81225585938,101830.06591796876,61.723793029785156,296.0620880126953,64.013671875,0.0,-2.8078536987304688,0.4078407287597656
20170104080000,,0.0,34.228515625,76.416015625,101818.46923828124,101842.02270507812,62.37599563598633,296.0031433105469,76.416015625,0.0,-2.9432353973388667,0.3582754135131836
20170104090000,,0.0,39.453125,43.8232421875,101855.224609375,101880.64575195312,63.82725334167481,295.8461608886719,43.84765625,0.0,-3.29705810546875,-0.011297225952148438
20170104100000,,0.0,37.6953125,38.916015625,101911.962890625,101936.376953125,64.90437126159668,295.7082214355469,39.013671875,0.0,-3.3602724075317383,-0.1967639923095703
20170104110000,,0.0,29.39453125,42.2607421875,101966.41235351562,101988.04931640624,65.0787868499756,295.6571807861328,42.236328125,0.0,-3.292308807373047,-0.1476268768310547
20170104120000,,0.0,24.365234375,35.9130859375,101975.0244140625,102000.18310546876,65.09300231933594,295.6052703857422,35.9375,0.0,-3.28147029876709,0.373713493347168
20170104130000,,0.0,32.666015625,37.060546875,101977.89916992188,102000.21362304688,65.14216423034668,295.5913391113281,37.060546875,0.0,-3.298883438110352,0.4442930221557617
20170104140000,,0.0244140625,34.326171875,41.845703125,101963.22631835938,101981.53686523438,65.16430473327637,295.57171630859375,41.845703125,0.0,-3.3717193603515625,0.4066076278686523
20170104150000,,3.466796875,31.34765625,47.16796875,101920.556640625,101940.39916992188,65.38569736480713,295.5325622558594,47.16796875,0.0,-3.4258031845092773,0.4212188720703125
20170104160000,,0.0244140625,24.951171875,49.90234375,101878.9794921875,101899.09057617188,65.9579610824585,295.4803771972656,49.90234375,0.0,-3.4025793075561523,0.5195388793945312
20170104170000,,0.0,25.09765625,62.744140625,101858.90502929688,101875.42724609376,66.55735015869139,295.46034240722656,62.744140625,0.0,-3.318292617797852,0.43149662017822266
20170104180000,,0.0,34.716796875,50.048828125,101833.23364257812,101850.92163085938,66.87696838378906,295.4389343261719,50.048828125,,-3.2739133834838867,-0.22812366485595706
20170104190000,,0.0,35.05859375,51.953125,101791.88842773438,101815.80810546876,67.47910785675049,295.3961181640625,51.953125,0.0,-3.532848358154297,-0.15055084228515625
20170104200000,,0.0,38.330078125,66.30859375,101783.14819335938,101803.45458984376,67.78147506713867,295.3592834472656,66.30859375,0.0,-3.4379119873046875,-0.41660594940185547
20170104210000,,0.0,38.76953125,70.3125,101799.560546875,101817.97485351562,68.2341833114624,295.3482208251953,70.3125,0.0,-3.652419090270996,-0.7875022888183594
20170104220000,,0.0,37.3046875,72.94921875,101845.47729492188,101872.802734375,68.15129375457764,295.3656463623047,72.94921875,0.0,-3.501380920410156,-0.8932018280029297
20170104230000,,0.0,35.44921875,63.134765625,101914.73999023438,101932.38525390624,67.94880867004396,295.4288482666016,63.134765625,0.0,-3.740920066833496,-1.1360111236572266
20170105000000,,0.0,34.619140625,66.845703125,101965.087890625,101984.43603515624,66.73794460296631,295.53076171875,66.845703125,0.0,-3.5608835220336914,-1.0863380432128906
20170105010000,,0.0,29.98046875,57.71484375,101986.79809570312,102011.3525390625,64.40551948547363,295.7729034423828,57.71484375,0.0,-3.7121677398681636,-0.8310089111328125
20170105020000,,0.0,25.5859375,56.005859375,101952.87475585938,101976.37939453124,62.02792263031006,295.9658660888672,56.005859375,0.0,-3.3754596710205083,-0.6233978271484375
20170105030000,,0.0,40.91796875,46.435546875,101768.1640625,101789.306640625,65.45563888549805,296.38348388671875,46.435546875,0.0,-2.2054014205932617,3.880590438842773
20170105040000,,0.0,39.990234375,49.0234375,101685.58959960938,101709.29565429688,65.21983146667479,296.42254638671875,49.0234375,0.0,-1.390254020690918,4.397806167602538
20170105050000,,0.0,36.9140625,89.599609375,101626.513671875,101649.8291015625,65.25695991516113,296.4097595214844,89.599609375,0.0,-1.1805963516235352,4.497716903686523
20170105060000,,0.0,40.7470703125,52.734375,101633.45947265624,101653.76586914062,65.97467041015625,296.4072265625,52.734375,0.0,-0.7445011138916016,4.9968299865722665
20170105070000,,0.0,39.84375,49.658203125,101646.27685546876,101664.36767578124,66.38175964355469,296.43231201171875,49.658203125,0.0,-0.2411212921142578,5.107824325561523
20170105080000,,0.8056640625,32.421875,60.595703125,101669.73876953124,101687.34130859376,66.47513389587402,296.48057556152344,60.595703125,0.0,-0.2636909484863281,4.74726676940918
20170105090000,,0.0,30.46875,56.982421875,101688.45825195312,101710.3759765625,66.68083381652832,296.4811553955078,56.982421875,0.0,-0.5281572341918945,4.4053497314453125
20170105100000,,0.0,37.939453125,68.359375,101725.83618164062,101751.5625,66.6418571472168,296.5101623535156,68.359375,0.0,-0.6236066818237305,4.206998825073241
20170105110000,,0.0,41.6015625,63.330078125,101766.44287109376,101783.14208984376,67.03405952453613,296.5389709472656,63.330078125,0.0,-1.020160675048828,4.237073898315431
20170105120000,,0.0,39.6484375,50.244140625,101752.8076171875,101778.96728515624,67.70070075988771,296.5449523925781,50.244140625,0.0,-1.251840591430664,4.663057327270508
20170105130000,,0.0,37.939453125,69.23828125,101751.72119140624,101773.84643554688,68.100830078125,296.5843963623047,69.23828125,0.0,-0.9157419204711914,5.028726577758789
20170105140000,,0.0,36.42578125,49.072265625,101722.7294921875,101746.79565429688,68.19468450546265,296.61570739746094,49.072265625,0.0,-0.3046083450317383,5.367599487304688
20170105150000,,0.0,37.841796875,47.94921875,101682.91625976562,101709.63134765624,68.43350410461426,296.65306091308594,47.94921875,0.0,0.21115398406982425,5.534383773803711
20170105160000,,0.0,33.349609375,40.72265625,101655.48095703124,101679.30297851562,68.77627372741699,296.7011260986328,40.72265625,0.0,0.823307991027832,5.87605094909668
20170105170000,,0.0,40.234375,47.802734375,101650.439453125,101668.07250976562,69.00900363922119,296.75987243652344,47.802734375,0.0,1.3561182022094729,5.885662078857423
20170105180000,,0.0,35.791015625,62.20703125,101628.05786132812,101647.98583984376,68.9808874130249,296.8275146484375,62.20703125,,1.9904489517211916,5.663755416870117
20170105190000,,0.0,35.3515625,49.267578125,101574.49951171876,101600.8056640625,69.07533836364746,296.90606689453125,49.267578125,0.0,2.261791229248047,5.976348876953125
20170105200000,,10.6201171875,40.283203125,54.58984375,101537.75024414062,101561.79809570312,69.14527988433838,296.9651794433594,54.58984375,0.046875,2.6664867401123047,6.0769004821777335
20170105210000,,19.4091796875,43.1640625,59.765625,101547.49145507812,101573.9990234375,69.75043487548828,297.0020446777344,59.765625,0.26953125,4.085190773010254,5.09686279296875
20170105220000,,12.5,37.353515625,51.611328125,101602.69775390624,101622.11303710938,72.27762699127197,296.8644256591797,51.611328125,0.037109375,4.438150405883789,3.7847862243652335
20170105230000,,8.984375,35.400390625,44.140625,101634.814453125,101658.642578125,71.9007167816162,297.13450622558594,44.140625,0.28125,4.017514228820802,4.140979766845703
20170106000000,,8.544921875,35.791015625,48.779296875,101679.35180664062,101703.74755859376,76.12458038330078,296.8815002441406,48.779296875,0.07421875,5.714282989501952,2.533334732055664
20170106010000,,6.2255859375,37.01171875,39.84375,101704.47998046876,101722.57080078124,77.92206907272339,297.01573181152344,39.84375,0.029296875,4.933720588684082,2.344961166381836
20170106020000,,9.423828125,13.18359375,42.96875,101664.36767578124,101682.02514648438,77.48005771636963,297.1310729980469,42.96875,0.0,4.7673377990722665,1.1882438659667969
20170106030000,,3.41796875,17.578125,81.0546875,101532.0556640625,101554.39453125,75.45668983459474,296.8194274902344,81.0546875,0.6796875,7.812681198120117,-2.315434455871582
20170106040000,,6.005859375,37.548828125,93.84765625,101434.66186523438,101453.57055664062,75.52209758758545,296.3216857910156,93.84765625,0.078125,5.263739585876465,0.4254932403564453
20170106050000,,0.48828125,44.970703125,74.0234375,101356.80541992188,101376.08032226562,74.72157955169678,296.82879638671875,74.0234375,2.53125,7.079291343688965,-0.844182014465332
20170106060000,,9.716796875,32.71484375,67.724609375,101345.22094726562,101362.02392578124,83.6310806274414,295.7926177978516,67.724609375,0.015625,4.39964485168457,-0.1522073745727539
20170106070000,,8.935546875,23.779296875,73.974609375,101299.99389648438,101325.09155273438,79.45283699035646,296.7688293457031,73.974609375,0.015625,4.636032104492188,-1.2848787307739258
20170106080000,,6.34765625,22.8515625,77.685546875,101331.01806640624,101347.57080078124,77.34481620788573,296.9389190673828,77.685546875,0.015625,3.473064422607422,-3.1372709274291988
20170106090000,,6.396484375,19.04296875,48.73046875,101356.37817382812,101379.2236328125,78.62508964538573,296.84397888183594,48.73046875,0.0,2.484612464904785,-5.541790962219238
20170106100000,,7.8369140625,14.794921875,43.1640625,101418.76831054688,101435.3271484375,76.63925552368164,296.7742462158203,43.1640625,0.0,1.800893783569336,-5.957258224487305
20170106110000,,5.126953125,25.78125,24.658203125,101439.20288085938,101467.08374023438,77.71300697326659,296.6219787597656,26.318359375,0.0,0.4959201812744141,-6.459837913513184
20170106120000,,13.134765625,22.021484375,25.634765625,101458.64868164062,101483.95385742188,79.04576683044435,296.20143127441406,25.634765625,0.0,-1.0021734237670898,-6.456460952758789
20170106130000,,19.580078125,15.087890625,25.048828125,101467.07763671876,101491.00341796876,78.36955261230469,295.91357421875,25.048828125,0.0,-1.6783628463745115,-5.666543006896973
20170106140000,,18.994140625,4.052734375,24.853515625,101427.587890625,101451.52587890624,78.51459121704102,295.6788787841797,24.853515625,0.0,-2.060506820678711,-3.9707431793212886
20170106150000,,21.6796875,3.857421875,13.427734375,101402.03857421876,101421.30737304688,78.89259910583495,295.5501403808594,21.6796875,0.0,-1.7157955169677734,-3.726546287536621
20170106160000,,23.6083984375,2.5390625,16.89453125,101380.29174804688,101399.63989257812,78.95487022399901,295.51304626464844,23.6328125,0.0,-1.3724937438964844,-3.1689176559448238
20170106170000,,17.0166015625,1.806640625,16.89453125,101382.6171875,101400.40283203124,78.20041275024414,295.60194396972656,17.431640625,0.0,-0.7172908782958984,-3.0633058547973637
20170106180000,,52.24609375,3.7109375,16.11328125,101380.79223632812,101398.84033203124,77.60071372985841,295.8049621582031,52.24609375,,-0.39638519287109375,-3.368851661682129
20170106190000,,52.685546875,4.6875,20.068359375,101372.0947265625,101388.45825195312,77.2927761077881,295.93894958496094,52.685546875,0.0,-0.4943990707397461,-2.9907197952270512
20170106200000,,45.703125,2.490234375,15.625,101356.3720703125,101372.47924804688,76.65964889526367,295.995849609375,45.703125,0.0,-0.6546669006347656,-2.506764411926269
20170106210000,,43.7255859375,2.9296875,20.1171875,101373.19946289062,101394.34814453124,76.01996326446533,296.0531005859375,43.701171875,0.0,-0.6256933212280273,-2.115762710571289
20170106220000,,52.197265625,3.22265625,21.58203125,101414.50805664062,101434.62524414062,75.28209590911865,296.080322265625,52.197265625,0.0,-0.08129310607910156,-1.1770868301391602
20170106230000,,50.2685546875,5.17578125,24.4140625,101471.07543945312,101487.84790039062,74.61455154418945,296.2257995605469,50.244140625,0.0,0.8571043014526367,-0.8802089691162109
20170107000000,,54.39453125,4.833984375,30.859375,101517.2607421875,101536.23657226562,74.14223289489745,296.46417236328125,54.39453125,0.0,1.8570375442504885,-0.9961090087890624
20170107010000,,50.732421875,3.61328125,34.423828125,101522.66845703124,101549.70703125,73.70093727111815,296.61940002441406,50.732421875,0.0,2.289849281311035,-1.0442047119140625
20170107020000,,45.41015625,4.00390625,41.162109375,101479.47998046876,101498.60229492188,73.7877950668335,296.6787567138672,45.41015625,0.0,2.30841064453125,-1.388385772705078
20170107030000,,64.990234375,5.224609375,42.236328125,101372.30224609376,101394.12231445312,77.42273902893065,296.2084503173828,64.990234375,0.0,0.7330331802368164,-0.9729509353637696
20170107040000,,37.6953125,5.078125,71.728515625,101275.390625,101294.05517578124,77.12742328643799,296.2763214111328,71.728515625,0.0,1.7462701797485352,-0.5834236145019531
20170107050000,,51.220703125,0.927734375,69.140625,101199.55444335938,101217.81616210938,76.65066814422606,296.247802734375,69.140625,0.0,1.5135231018066406,0.13909530639648438
20170107060000,,43.9453125,1.66015625,70.703125,101170.80078125,101188.70849609376,75.3515691757202,296.3363494873047,70.703125,0.0,2.0422382354736333,0.8570423126220703
20170107070000,,21.826171875,2.34375,80.56640625,101159.85717773438,101186.77368164062,73.08649253845216,296.49578857421875,80.56640625,0.03125,3.391398429870605,1.3047647476196291
20170107080000,,39.94140625,1.3671875,66.455078125,101161.23657226562,101182.79418945312,72.34294891357422,296.51161193847656,66.455078125,0.0,4.0470056533813485,0.9435052871704102
20170107090000,,17.138671875,8.544921875,77.880859375,101196.38671875,101213.5498046875,71.40616035461427,296.6005401611328,77.880859375,0.140625,5.317023277282715,0.5226621627807617
20170107100000,,45.3125,0.9765625,84.9609375,101261.6455078125,101277.84423828124,75.80662536621094,296.05528259277344,84.9609375,0.265625,6.626812934875487,-0.4426918029785156
20170107110000,,57.12890625,0.0,80.46875,101251.05590820312,101276.806640625,72.32591056823729,295.7693634033203,80.46875,0.015625,4.2315168380737305,-1.8837757110595703
20170107120000,,63.720703125,0.0,52.783203125,101261.80419921876,101288.07983398438,69.37126350402832,296.0489807128906,63.720703125,0.0,4.279029846191406,-1.2042608261108398
20170107130000,,68.65234375,9.521484375,51.513671875,101244.80590820312,101272.021484375,69.28422164916992,296.24925231933594,68.65234375,0.0,3.555657386779785,-0.2748756408691406
20170107140000,,65.52734375,27.685546875,47.4609375,101230.8349609375,101250.18920898438,69.7613878250122,296.3932037353516,65.52734375,0.015625,3.9719533920288086,0.1037893295288086
20170107150000,,24.21875,36.62109375,48.095703125,101206.81762695312,101225.34790039062,71.76322078704834,296.35760498046875,48.095703125,0.0,4.352306365966797,0.6271114349365234
20170107160000,,5.4931640625,39.35546875,51.904296875,101181.56127929688,101198.35815429688,73.1447057723999,296.4753112792969,51.904296875,0.0,4.695916175842285,0.5829439163208008
20170107170000,,0.0,32.03125,74.90234375,101170.52612304688,101197.97973632812,74.11996078491211,296.58628845214844,74.90234375,0.03125,5.896257400512695,-0.6523103713989258
20170107180000,,0.0,11.81640625,64.111328125,101144.26879882812,101162.7197265625,75.61128902435303,296.56402587890625,64.111328125,,6.202841758728027,-1.4693450927734375
20170107190000,,1.318359375,14.892578125,50.78125,101120.73364257812,101136.279296875,77.06801128387451,296.6592712402344,50.78125,0.0,6.834882736206055,-2.1584796905517583
20170107200000,,10.205078125,13.28125,66.748046875,101120.52612304688,101137.11547851562,78.5676383972168,296.58872985839844,66.748046875,0.109375,7.268683433532715,-2.9826641082763667
20170107210000,,27.44140625,18.798828125,58.935546875,101145.45288085938,101165.91186523438,79.95666980743408,296.21778869628906,58.935546875,0.90625,6.807772636413574,-2.00507926940918
20170107220000,,0.244140625,42.333984375,55.224609375,101191.94946289062,101213.61083984376,80.78359317779541,296.1894226074219,55.224609375,1.125,4.819540977478027,-4.713592529296875
20170107230000,,0.0,40.0390625,50.146484375,101243.1640625,101268.09692382812,77.04697799682617,296.2777404785156,50.146484375,0.0,3.953516006469727,-6.651264190673827
